,Unnamed: 0,model,lineupNum,team,player_name,concatNameTeam,NBA_Stats_ID,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,DDpts,DDreb,DDast,DDblk,DDstl,#ofDDig,DoubDoub,TripDoub,ActFP
9062,9295,A_pydfs_0.30_Exp,1162,OKC,Steven Adams,Steven AdamsOKC,203500,Steven Adams,OKC,25,1,1,0,34,12,3,5,60.0,0,0,0.0,6,8,75.0,2,7,9,2,0,2,1,3,34.8,0,0,14,1,0,0,0,0,1,0,0,32.25
7552,9289,A_pydfs_0.30_Exp,1162,BOS,Terry Rozier,Terry RozierBOS,1626179,Terry Rozier,BOS,24,1,0,1,17,0,0,5,0.0,0,3,0.0,0,0,0.0,0,3,3,2,1,0,0,0,5.6,0,0,-20,0,0,0,0,0,0,0,0,6.25
8105,9291,A_pydfs_0.30_Exp,1162,NOP,Julius Randle,Julius RandleNOP,203944,Julius Randle,NOP,24,1,0,1,34,22,7,13,53.8,0,1,0.0,8,10,80.0,2,9,11,3,2,0,0,3,37.7,1,0,-10,1,1,0,0,0,2,0,0,39.25
7212,9293,A_pydfs_0.30_Exp,1162,CHI,Ryan Arcidiacono,Ryan ArcidiaconoCHI,1627853,Ryan Arcidiacono,CHI,24,1,0,1,19,6,1,5,20.0,0,3,0.0,4,4,100.0,0,2,2,2,3,0,0,1,8.4,0,0,-4,0,0,0,0,0,0,0,0,10.0
7785,9294,A_pydfs_0.30_Exp,1162,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
10678,9288,A_pydfs_0.30_Exp,1162,OKC,Russell Westbrook,Russell WestbrookOKC,201566,Russell Westbrook,OKC,30,1,1,0,33,24,9,24,37.5,1,2,50.0,5,5,100.0,2,8,10,7,4,2,0,4,48.5,1,0,7,1,1,0,0,0,2,0,0,49.5
6871,9290,A_pydfs_0.30_Exp,1162,BOS,Jayson Tatum,Jayson TatumBOS,1628369,Jayson Tatum,BOS,20,1,0,1,28,16,6,16,37.5,1,4,25.0,3,4,75.0,2,4,6,1,2,1,1,4,28.7,0,0,8,1,0,0,0,0,1,0,0,28.5
6872,9298,A_pydfs_0.30_Exp,1163,BOS,Jayson Tatum,Jayson TatumBOS,1628369,Jayson Tatum,BOS,20,1,0,1,28,16,6,16,37.5,1,4,25.0,3,4,75.0,2,4,6,1,2,1,1,4,28.7,0,0,8,1,0,0,0,0,1,0,0,28.5
9063,9300,A_pydfs_0.30_Exp,1163,OKC,Steven Adams,Steven AdamsOKC,203500,Steven Adams,OKC,25,1,1,0,34,12,3,5,60.0,0,0,0.0,6,8,75.0,2,7,9,2,0,2,1,3,34.8,0,0,14,1,0,0,0,0,1,0,0,32.25
7786,9303,A_pydfs_0.30_Exp,1163,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
8106,9299,A_pydfs_0.30_Exp,1163,NOP,Julius Randle,Julius RandleNOP,203944,Julius Randle,NOP,24,1,0,1,34,22,7,13,53.8,0,1,0.0,8,10,80.0,2,9,11,3,2,0,0,3,37.7,1,0,-10,1,1,0,0,0,2,0,0,39.25
7213,9296,A_pydfs_0.30_Exp,1163,CHI,Ryan Arcidiacono,Ryan ArcidiaconoCHI,1627853,Ryan Arcidiacono,CHI,24,1,0,1,19,6,1,5,20.0,0,3,0.0,4,4,100.0,0,2,2,2,3,0,0,1,8.4,0,0,-4,0,0,0,0,0,0,0,0,10.0
10385,9301,A_pydfs_0.30_Exp,1163,BOS,Kyrie Irving,Kyrie IrvingBOS,202681,Kyrie Irving,BOS,26,1,0,1,33,25,7,16,43.8,0,5,0.0,11,13,84.6,0,5,5,6,1,2,1,0,48.0,0,0,13,1,0,0,0,0,1,0,0,45.75
5551,9302,A_pydfs_0.30_Exp,1163,BOS,Al Horford,Al HorfordBOS,201143,Al Horford,BOS,32,1,0,1,30,10,5,10,50.0,0,2,0.0,0,0,0.0,2,9,11,4,2,4,1,2,42.2,1,0,21,1,1,0,0,0,2,0,0,38.75
9793,9297,A_pydfs_0.30_Exp,1163,SAS,DeMar DeRozan,DeMar DeRozanSAS,201942,DeMar DeRozan,SAS,29,1,0,1,35,18,7,19,36.8,0,0,0.0,4,6,66.7,2,4,6,4,4,1,1,2,33.2,0,0,-15,1,0,0,0,0,1,0,0,33.5
7553,9309,A_pydfs_0.30_Exp,1164,BOS,Terry Rozier,Terry RozierBOS,1626179,Terry Rozier,BOS,24,1,0,1,17,0,0,5,0.0,0,3,0.0,0,0,0.0,0,3,3,2,1,0,0,0,5.6,0,0,-20,0,0,0,0,0,0,0,0,6.25
9794,9305,A_pydfs_0.30_Exp,1164,SAS,DeMar DeRozan,DeMar DeRozanSAS,201942,DeMar DeRozan,SAS,29,1,0,1,35,18,7,19,36.8,0,0,0.0,4,6,66.7,2,4,6,4,4,1,1,2,33.2,0,0,-15,1,0,0,0,0,1,0,0,33.5
6873,9307,A_pydfs_0.30_Exp,1164,BOS,Jayson Tatum,Jayson TatumBOS,1628369,Jayson Tatum,BOS,20,1,0,1,28,16,6,16,37.5,1,4,25.0,3,4,75.0,2,4,6,1,2,1,1,4,28.7,0,0,8,1,0,0,0,0,1,0,0,28.5
10542,9304,A_pydfs_0.30_Exp,1164,CHI,Kris Dunn,Kris DunnCHI,1627739,Kris Dunn,CHI,24,1,0,1,30,10,4,11,36.4,0,1,0.0,2,2,100.0,1,4,5,8,2,3,2,6,41.0,0,0,-9,1,0,0,0,0,1,0,0,37.25
9064,9311,A_pydfs_0.30_Exp,1164,OKC,Steven Adams,Steven AdamsOKC,203500,Steven Adams,OKC,25,1,1,0,34,12,3,5,60.0,0,0,0.0,6,8,75.0,2,7,9,2,0,2,1,3,34.8,0,0,14,1,0,0,0,0,1,0,0,32.25
8235,9306,A_pydfs_0.30_Exp,1164,ORL,Aaron Gordon,Aaron GordonORL,203932,Aaron Gordon,ORL,23,1,1,0,37,28,7,14,50.0,1,5,20.0,13,13,100.0,2,10,12,2,6,0,1,3,42.4,1,0,11,1,1,0,0,0,2,0,0,45.5
5552,9310,A_pydfs_0.30_Exp,1164,BOS,Al Horford,Al HorfordBOS,201143,Al Horford,BOS,32,1,0,1,30,10,5,10,50.0,0,2,0.0,0,0,0.0,2,9,11,4,2,4,1,2,42.2,1,0,21,1,1,0,0,0,2,0,0,38.75
9795,9313,A_pydfs_0.30_Exp,1165,SAS,DeMar DeRozan,DeMar DeRozanSAS,201942,DeMar DeRozan,SAS,29,1,0,1,35,18,7,19,36.8,0,0,0.0,4,6,66.7,2,4,6,4,4,1,1,2,33.2,0,0,-15,1,0,0,0,0,1,0,0,33.5
7554,9317,A_pydfs_0.30_Exp,1165,BOS,Terry Rozier,Terry RozierBOS,1626179,Terry Rozier,BOS,24,1,0,1,17,0,0,5,0.0,0,3,0.0,0,0,0.0,0,3,3,2,1,0,0,0,5.6,0,0,-20,0,0,0,0,0,0,0,0,6.25
9273,9319,A_pydfs_0.30_Exp,1165,DEN,Juancho Hernangomez,Juancho HernangomezDEN,1627823,Juancho Hernangomez,DEN,23,1,0,1,14,1,0,2,0.0,0,2,0.0,1,2,50.0,0,1,1,0,0,0,0,1,2.2,0,0,-15,0,0,0,0,0,0,0,0,2.25
10679,9312,A_pydfs_0.30_Exp,1165,OKC,Russell Westbrook,Russell WestbrookOKC,201566,Russell Westbrook,OKC,30,1,1,0,33,24,9,24,37.5,1,2,50.0,5,5,100.0,2,8,10,7,4,2,0,4,48.5,1,0,7,1,1,0,0,0,2,0,0,49.5
9065,9316,A_pydfs_0.30_Exp,1165,OKC,Steven Adams,Steven AdamsOKC,203500,Steven Adams,OKC,25,1,1,0,34,12,3,5,60.0,0,0,0.0,6,8,75.0,2,7,9,2,0,2,1,3,34.8,0,0,14,1,0,0,0,0,1,0,0,32.25
6874,9314,A_pydfs_0.30_Exp,1165,BOS,Jayson Tatum,Jayson TatumBOS,1628369,Jayson Tatum,BOS,20,1,0,1,28,16,6,16,37.5,1,4,25.0,3,4,75.0,2,4,6,1,2,1,1,4,28.7,0,0,8,1,0,0,0,0,1,0,0,28.5
5553,9315,A_pydfs_0.30_Exp,1165,BOS,Al Horford,Al HorfordBOS,201143,Al Horford,BOS,32,1,0,1,30,10,5,10,50.0,0,2,0.0,0,0,0.0,2,9,11,4,2,4,1,2,42.2,1,0,21,1,1,0,0,0,2,0,0,38.75
7787,9318,A_pydfs_0.30_Exp,1165,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
10386,9320,A_pydfs_0.30_Exp,1166,BOS,Kyrie Irving,Kyrie IrvingBOS,202681,Kyrie Irving,BOS,26,1,0,1,33,25,7,16,43.8,0,5,0.0,11,13,84.6,0,5,5,6,1,2,1,0,48.0,0,0,13,1,0,0,0,0,1,0,0,45.75
9479,9323,A_pydfs_0.30_Exp,1166,CHI,Lauri Markkanen,Lauri MarkkanenCHI,1628374,Lauri Markkanen,CHI,21,1,0,1,34,16,7,17,41.2,1,6,16.7,1,1,100.0,1,4,5,1,0,0,2,1,29.5,0,0,-11,1,0,0,0,0,1,0,0,28.25
9066,9327,A_pydfs_0.30_Exp,1166,OKC,Steven Adams,Steven AdamsOKC,203500,Steven Adams,OKC,25,1,1,0,34,12,3,5,60.0,0,0,0.0,6,8,75.0,2,7,9,2,0,2,1,3,34.8,0,0,14,1,0,0,0,0,1,0,0,32.25
9796,9321,A_pydfs_0.30_Exp,1166,SAS,DeMar DeRozan,DeMar DeRozanSAS,201942,DeMar DeRozan,SAS,29,1,0,1,35,18,7,19,36.8,0,0,0.0,4,6,66.7,2,4,6,4,4,1,1,2,33.2,0,0,-15,1,0,0,0,0,1,0,0,33.5
6875,9322,A_pydfs_0.30_Exp,1166,BOS,Jayson Tatum,Jayson TatumBOS,1628369,Jayson Tatum,BOS,20,1,0,1,28,16,6,16,37.5,1,4,25.0,3,4,75.0,2,4,6,1,2,1,1,4,28.7,0,0,8,1,0,0,0,0,1,0,0,28.5
7555,9325,A_pydfs_0.30_Exp,1166,BOS,Terry Rozier,Terry RozierBOS,1626179,Terry Rozier,BOS,24,1,0,1,17,0,0,5,0.0,0,3,0.0,0,0,0.0,0,3,3,2,1,0,0,0,5.6,0,0,-20,0,0,0,0,0,0,0,0,6.25
9274,9326,A_pydfs_0.30_Exp,1166,DEN,Juancho Hernangomez,Juancho HernangomezDEN,1627823,Juancho Hernangomez,DEN,23,1,0,1,14,1,0,2,0.0,0,2,0.0,1,2,50.0,0,1,1,0,0,0,0,1,2.2,0,0,-15,0,0,0,0,0,0,0,0,2.25
7788,9335,A_pydfs_0.30_Exp,1167,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
8236,9330,A_pydfs_0.30_Exp,1167,ORL,Aaron Gordon,Aaron GordonORL,203932,Aaron Gordon,ORL,23,1,1,0,37,28,7,14,50.0,1,5,20.0,13,13,100.0,2,10,12,2,6,0,1,3,42.4,1,0,11,1,1,0,0,0,2,0,0,45.5
9067,9332,A_pydfs_0.30_Exp,1167,OKC,Steven Adams,Steven AdamsOKC,203500,Steven Adams,OKC,25,1,1,0,34,12,3,5,60.0,0,0,0.0,6,8,75.0,2,7,9,2,0,2,1,3,34.8,0,0,14,1,0,0,0,0,1,0,0,32.25
6876,9334,A_pydfs_0.30_Exp,1167,BOS,Jayson Tatum,Jayson TatumBOS,1628369,Jayson Tatum,BOS,20,1,0,1,28,16,6,16,37.5,1,4,25.0,3,4,75.0,2,4,6,1,2,1,1,4,28.7,0,0,8,1,0,0,0,0,1,0,0,28.5
9480,9331,A_pydfs_0.30_Exp,1167,CHI,Lauri Markkanen,Lauri MarkkanenCHI,1628374,Lauri Markkanen,CHI,21,1,0,1,34,16,7,17,41.2,1,6,16.7,1,1,100.0,1,4,5,1,0,0,2,1,29.5,0,0,-11,1,0,0,0,0,1,0,0,28.25
7556,9333,A_pydfs_0.30_Exp,1167,BOS,Terry Rozier,Terry RozierBOS,1626179,Terry Rozier,BOS,24,1,0,1,17,0,0,5,0.0,0,3,0.0,0,0,0.0,0,3,3,2,1,0,0,0,5.6,0,0,-20,0,0,0,0,0,0,0,0,6.25
9797,9329,A_pydfs_0.30_Exp,1167,SAS,DeMar DeRozan,DeMar DeRozanSAS,201942,DeMar DeRozan,SAS,29,1,0,1,35,18,7,19,36.8,0,0,0.0,4,6,66.7,2,4,6,4,4,1,1,2,33.2,0,0,-15,1,0,0,0,0,1,0,0,33.5
8811,9341,A_pydfs_0.30_Exp,1168,SAC,Iman Shumpert,Iman ShumpertSAC,202697,Iman Shumpert,SAC,28,1,1,0,21,5,2,9,22.2,1,3,33.3,0,0,0.0,2,1,3,2,1,0,1,4,13.6,0,0,-3,0,0,0,0,0,0,0,0,13.75
9068,9340,A_pydfs_0.30_Exp,1168,OKC,Steven Adams,Steven AdamsOKC,203500,Steven Adams,OKC,25,1,1,0,34,12,3,5,60.0,0,0,0.0,6,8,75.0,2,7,9,2,0,2,1,3,34.8,0,0,14,1,0,0,0,0,1,0,0,32.25
10387,9336,A_pydfs_0.30_Exp,1168,BOS,Kyrie Irving,Kyrie IrvingBOS,202681,Kyrie Irving,BOS,26,1,0,1,33,25,7,16,43.8,0,5,0.0,11,13,84.6,0,5,5,6,1,2,1,0,48.0,0,0,13,1,0,0,0,0,1,0,0,45.75
7789,9343,A_pydfs_0.30_Exp,1168,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
9481,9339,A_pydfs_0.30_Exp,1168,CHI,Lauri Markkanen,Lauri MarkkanenCHI,1628374,Lauri Markkanen,CHI,21,1,0,1,34,16,7,17,41.2,1,6,16.7,1,1,100.0,1,4,5,1,0,0,2,1,29.5,0,0,-11,1,0,0,0,0,1,0,0,28.25
8237,9338,A_pydfs_0.30_Exp,1168,ORL,Aaron Gordon,Aaron GordonORL,203932,Aaron Gordon,ORL,23,1,1,0,37,28,7,14,50.0,1,5,20.0,13,13,100.0,2,10,12,2,6,0,1,3,42.4,1,0,11,1,1,0,0,0,2,0,0,45.5
6877,9342,A_pydfs_0.30_Exp,1168,BOS,Jayson Tatum,Jayson TatumBOS,1628369,Jayson Tatum,BOS,20,1,0,1,28,16,6,16,37.5,1,4,25.0,3,4,75.0,2,4,6,1,2,1,1,4,28.7,0,0,8,1,0,0,0,0,1,0,0,28.5
9798,9337,A_pydfs_0.30_Exp,1168,SAS,DeMar DeRozan,DeMar DeRozanSAS,201942,DeMar DeRozan,SAS,29,1,0,1,35,18,7,19,36.8,0,0,0.0,4,6,66.7,2,4,6,4,4,1,1,2,33.2,0,0,-15,1,0,0,0,0,1,0,0,33.5
10388,9344,A_pydfs_0.30_Exp,1169,BOS,Kyrie Irving,Kyrie IrvingBOS,202681,Kyrie Irving,BOS,26,1,0,1,33,25,7,16,43.8,0,5,0.0,11,13,84.6,0,5,5,6,1,2,1,0,48.0,0,0,13,1,0,0,0,0,1,0,0,45.75
8238,9346,A_pydfs_0.30_Exp,1169,ORL,Aaron Gordon,Aaron GordonORL,203932,Aaron Gordon,ORL,23,1,1,0,37,28,7,14,50.0,1,5,20.0,13,13,100.0,2,10,12,2,6,0,1,3,42.4,1,0,11,1,1,0,0,0,2,0,0,45.5
9799,9345,A_pydfs_0.30_Exp,1169,SAS,DeMar DeRozan,DeMar DeRozanSAS,201942,DeMar DeRozan,SAS,29,1,0,1,35,18,7,19,36.8,0,0,0.0,4,6,66.7,2,4,6,4,4,1,1,2,33.2,0,0,-15,1,0,0,0,0,1,0,0,33.5
9482,9347,A_pydfs_0.30_Exp,1169,CHI,Lauri Markkanen,Lauri MarkkanenCHI,1628374,Lauri Markkanen,CHI,21,1,0,1,34,16,7,17,41.2,1,6,16.7,1,1,100.0,1,4,5,1,0,0,2,1,29.5,0,0,-11,1,0,0,0,0,1,0,0,28.25
7557,9349,A_pydfs_0.30_Exp,1169,BOS,Terry Rozier,Terry RozierBOS,1626179,Terry Rozier,BOS,24,1,0,1,17,0,0,5,0.0,0,3,0.0,0,0,0.0,0,3,3,2,1,0,0,0,5.6,0,0,-20,0,0,0,0,0,0,0,0,6.25
9069,9348,A_pydfs_0.30_Exp,1169,OKC,Steven Adams,Steven AdamsOKC,203500,Steven Adams,OKC,25,1,1,0,34,12,3,5,60.0,0,0,0.0,6,8,75.0,2,7,9,2,0,2,1,3,34.8,0,0,14,1,0,0,0,0,1,0,0,32.25
7790,9351,A_pydfs_0.30_Exp,1169,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
5554,9350,A_pydfs_0.30_Exp,1169,BOS,Al Horford,Al HorfordBOS,201143,Al Horford,BOS,32,1,0,1,30,10,5,10,50.0,0,2,0.0,0,0,0.0,2,9,11,4,2,4,1,2,42.2,1,0,21,1,1,0,0,0,2,0,0,38.75
9070,9359,A_pydfs_0.30_Exp,1170,OKC,Steven Adams,Steven AdamsOKC,203500,Steven Adams,OKC,25,1,1,0,34,12,3,5,60.0,0,0,0.0,6,8,75.0,2,7,9,2,0,2,1,3,34.8,0,0,14,1,0,0,0,0,1,0,0,32.25
9483,9355,A_pydfs_0.30_Exp,1170,CHI,Lauri Markkanen,Lauri MarkkanenCHI,1628374,Lauri Markkanen,CHI,21,1,0,1,34,16,7,17,41.2,1,6,16.7,1,1,100.0,1,4,5,1,0,0,2,1,29.5,0,0,-11,1,0,0,0,0,1,0,0,28.25
6878,9354,A_pydfs_0.30_Exp,1170,BOS,Jayson Tatum,Jayson TatumBOS,1628369,Jayson Tatum,BOS,20,1,0,1,28,16,6,16,37.5,1,4,25.0,3,4,75.0,2,4,6,1,2,1,1,4,28.7,0,0,8,1,0,0,0,0,1,0,0,28.5
9800,9353,A_pydfs_0.30_Exp,1170,SAS,DeMar DeRozan,DeMar DeRozanSAS,201942,DeMar DeRozan,SAS,29,1,0,1,35,18,7,19,36.8,0,0,0.0,4,6,66.7,2,4,6,4,4,1,1,2,33.2,0,0,-15,1,0,0,0,0,1,0,0,33.5
7791,9358,A_pydfs_0.30_Exp,1170,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
7214,9352,A_pydfs_0.30_Exp,1170,CHI,Ryan Arcidiacono,Ryan ArcidiaconoCHI,1627853,Ryan Arcidiacono,CHI,24,1,0,1,19,6,1,5,20.0,0,3,0.0,4,4,100.0,0,2,2,2,3,0,0,1,8.4,0,0,-4,0,0,0,0,0,0,0,0,10.0
9484,9363,A_pydfs_0.30_Exp,1171,CHI,Lauri Markkanen,Lauri MarkkanenCHI,1628374,Lauri Markkanen,CHI,21,1,0,1,34,16,7,17,41.2,1,6,16.7,1,1,100.0,1,4,5,1,0,0,2,1,29.5,0,0,-11,1,0,0,0,0,1,0,0,28.25
9071,9364,A_pydfs_0.30_Exp,1171,OKC,Steven Adams,Steven AdamsOKC,203500,Steven Adams,OKC,25,1,1,0,34,12,3,5,60.0,0,0,0.0,6,8,75.0,2,7,9,2,0,2,1,3,34.8,0,0,14,1,0,0,0,0,1,0,0,32.25
6879,9366,A_pydfs_0.30_Exp,1171,BOS,Jayson Tatum,Jayson TatumBOS,1628369,Jayson Tatum,BOS,20,1,0,1,28,16,6,16,37.5,1,4,25.0,3,4,75.0,2,4,6,1,2,1,1,4,28.7,0,0,8,1,0,0,0,0,1,0,0,28.5
7001,9362,A_pydfs_0.30_Exp,1171,CHA,Michael Kidd-Gilchrist,Michael Kidd-GilchristCHA,203077,Michael Kidd-Gilchrist,CHA,25,1,0,1,26,11,5,10,50.0,1,1,100.0,0,0,0.0,3,4,7,0,1,0,3,4,27.4,0,0,-4,1,0,0,0,0,1,0,0,25.75
7558,9365,A_pydfs_0.30_Exp,1171,BOS,Terry Rozier,Terry RozierBOS,1626179,Terry Rozier,BOS,24,1,0,1,17,0,0,5,0.0,0,3,0.0,0,0,0.0,0,3,3,2,1,0,0,0,5.6,0,0,-20,0,0,0,0,0,0,0,0,6.25
7792,9367,A_pydfs_0.30_Exp,1171,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
10680,9360,A_pydfs_0.30_Exp,1171,OKC,Russell Westbrook,Russell WestbrookOKC,201566,Russell Westbrook,OKC,30,1,1,0,33,24,9,24,37.5,1,2,50.0,5,5,100.0,2,8,10,7,4,2,0,4,48.5,1,0,7,1,1,0,0,0,2,0,0,49.5
9801,9361,A_pydfs_0.30_Exp,1171,SAS,DeMar DeRozan,DeMar DeRozanSAS,201942,DeMar DeRozan,SAS,29,1,0,1,35,18,7,19,36.8,0,0,0.0,4,6,66.7,2,4,6,4,4,1,1,2,33.2,0,0,-15,1,0,0,0,0,1,0,0,33.5
7793,9374,A_pydfs_0.30_Exp,1172,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
9485,9371,A_pydfs_0.30_Exp,1172,CHI,Lauri Markkanen,Lauri MarkkanenCHI,1628374,Lauri Markkanen,CHI,21,1,0,1,34,16,7,17,41.2,1,6,16.7,1,1,100.0,1,4,5,1,0,0,2,1,29.5,0,0,-11,1,0,0,0,0,1,0,0,28.25
6880,9370,A_pydfs_0.30_Exp,1172,BOS,Jayson Tatum,Jayson TatumBOS,1628369,Jayson Tatum,BOS,20,1,0,1,28,16,6,16,37.5,1,4,25.0,3,4,75.0,2,4,6,1,2,1,1,4,28.7,0,0,8,1,0,0,0,0,1,0,0,28.5
9802,9373,A_pydfs_0.30_Exp,1172,SAS,DeMar DeRozan,DeMar DeRozanSAS,201942,DeMar DeRozan,SAS,29,1,0,1,35,18,7,19,36.8,0,0,0.0,4,6,66.7,2,4,6,4,4,1,1,2,33.2,0,0,-15,1,0,0,0,0,1,0,0,33.5
9072,9375,A_pydfs_0.30_Exp,1172,OKC,Steven Adams,Steven AdamsOKC,203500,Steven Adams,OKC,25,1,1,0,34,12,3,5,60.0,0,0,0.0,6,8,75.0,2,7,9,2,0,2,1,3,34.8,0,0,14,1,0,0,0,0,1,0,0,32.25
10543,9368,A_pydfs_0.30_Exp,1172,CHI,Kris Dunn,Kris DunnCHI,1627739,Kris Dunn,CHI,24,1,0,1,30,10,4,11,36.4,0,1,0.0,2,2,100.0,1,4,5,8,2,3,2,6,41.0,0,0,-9,1,0,0,0,0,1,0,0,37.25
6881,9378,A_pydfs_0.30_Exp,1173,BOS,Jayson Tatum,Jayson TatumBOS,1628369,Jayson Tatum,BOS,20,1,0,1,28,16,6,16,37.5,1,4,25.0,3,4,75.0,2,4,6,1,2,1,1,4,28.7,0,0,8,1,0,0,0,0,1,0,0,28.5
9803,9381,A_pydfs_0.30_Exp,1173,SAS,DeMar DeRozan,DeMar DeRozanSAS,201942,DeMar DeRozan,SAS,29,1,0,1,35,18,7,19,36.8,0,0,0.0,4,6,66.7,2,4,6,4,4,1,1,2,33.2,0,0,-15,1,0,0,0,0,1,0,0,33.5
9275,9382,A_pydfs_0.30_Exp,1173,DEN,Juancho Hernangomez,Juancho HernangomezDEN,1627823,Juancho Hernangomez,DEN,23,1,0,1,14,1,0,2,0.0,0,2,0.0,1,2,50.0,0,1,1,0,0,0,0,1,2.2,0,0,-15,0,0,0,0,0,0,0,0,2.25
7794,9379,A_pydfs_0.30_Exp,1173,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
9073,9383,A_pydfs_0.30_Exp,1173,OKC,Steven Adams,Steven AdamsOKC,203500,Steven Adams,OKC,25,1,1,0,34,12,3,5,60.0,0,0,0.0,6,8,75.0,2,7,9,2,0,2,1,3,34.8,0,0,14,1,0,0,0,0,1,0,0,32.25
10389,9376,A_pydfs_0.30_Exp,1173,BOS,Kyrie Irving,Kyrie IrvingBOS,202681,Kyrie Irving,BOS,26,1,0,1,33,25,7,16,43.8,0,5,0.0,11,13,84.6,0,5,5,6,1,2,1,0,48.0,0,0,13,1,0,0,0,0,1,0,0,45.75
5555,9387,A_pydfs_0.30_Exp,1174,BOS,Al Horford,Al HorfordBOS,201143,Al Horford,BOS,32,1,0,1,30,10,5,10,50.0,0,2,0.0,0,0,0.0,2,9,11,4,2,4,1,2,42.2,1,0,21,1,1,0,0,0,2,0,0,38.75
9804,9385,A_pydfs_0.30_Exp,1174,SAS,DeMar DeRozan,DeMar DeRozanSAS,201942,DeMar DeRozan,SAS,29,1,0,1,35,18,7,19,36.8,0,0,0.0,4,6,66.7,2,4,6,4,4,1,1,2,33.2,0,0,-15,1,0,0,0,0,1,0,0,33.5
5703,9391,A_pydfs_0.30_Exp,1174,ORL,Terrence Ross,Terrence RossORL,203082,Terrence Ross,ORL,27,1,1,0,31,25,8,20,40.0,5,14,35.7,4,4,100.0,0,4,4,2,1,1,0,2,34.8,0,0,11,1,0,0,0,0,1,0,0,37.0
6882,9386,A_pydfs_0.30_Exp,1174,BOS,Jayson Tatum,Jayson TatumBOS,1628369,Jayson Tatum,BOS,20,1,0,1,28,16,6,16,37.5,1,4,25.0,3,4,75.0,2,4,6,1,2,1,1,4,28.7,0,0,8,1,0,0,0,0,1,0,0,28.5
7215,9389,A_pydfs_0.30_Exp,1174,CHI,Ryan Arcidiacono,Ryan ArcidiaconoCHI,1627853,Ryan Arcidiacono,CHI,24,1,0,1,19,6,1,5,20.0,0,3,0.0,4,4,100.0,0,2,2,2,3,0,0,1,8.4,0,0,-4,0,0,0,0,0,0,0,0,10.0
7795,9390,A_pydfs_0.30_Exp,1174,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
9074,9388,A_pydfs_0.30_Exp,1174,OKC,Steven Adams,Steven AdamsOKC,203500,Steven Adams,OKC,25,1,1,0,34,12,3,5,60.0,0,0,0.0,6,8,75.0,2,7,9,2,0,2,1,3,34.8,0,0,14,1,0,0,0,0,1,0,0,32.25
